"DATASET","P","CLASSIFIER","STAT","GLOBAL"
"../scenariosimul/covtype.data","7","xgboost","accuracy","0.644"
"../scenariosimul/covtype.data","11","xgboost","precision","0.661712730961058"
"../scenariosimul/covtype.data","11","xgboost","recall","0.686132765479061"
"../scenariosimul/covtype.data","11","xgboost","accuracy","0.644"
"../scenariosimul/covtype.data","15","xgboost","precision","0.661712730961058"
"../scenariosimul/covtype.data","15","xgboost","recall","0.686132765479061"
"../scenariosimul/covtype.data","15","xgboost","accuracy","0.644"
"../scenariosimul/covtype.data","2","multinom","precision","0.676989068846755"
"../scenariosimul/covtype.data","2","multinom","recall","0.664373823484163"
"../scenariosimul/covtype.data","2","multinom","accuracy","0.64"
"../scenariosimul/covtype.data","4","multinom","precision","0.676989068846755"
"../scenariosimul/covtype.data","4","multinom","recall","0.664373823484163"
"../scenariosimul/covtype.data","4","multinom","accuracy","0.64"
"../scenariosimul/covtype.data","7","multinom","precision","0.676989068846755"
"../scenariosimul/covtype.data","7","multinom","recall","0.664373823484163"
"../scenariosimul/covtype.data","7","multinom","accuracy","0.64"
"../scenariosimul/covtype.data","11","multinom","precision","0.676989068846755"
"../scenariosimul/covtype.data","11","multinom","recall","0.664373823484163"
"../scenariosimul/covtype.data","11","multinom","accuracy","0.64"
"../scenariosimul/covtype.data","15","multinom","precision","0.676989068846755"
"../scenariosimul/covtype.data","15","multinom","recall","0.664373823484163"
"../scenariosimul/covtype.data","15","multinom","accuracy","0.64"
"../scenariosimul/covtype.data","2","lda","precision","0.61330971625072"
"../scenariosimul/covtype.data","2","lda","recall","0.585887826941446"
"../scenariosimul/covtype.data","2","lda","accuracy","0.576"
"../scenariosimul/covtype.data","4","lda","precision","0.61330971625072"
"../scenariosimul/covtype.data","4","lda","recall","0.585887826941446"
"../scenariosimul/covtype.data","4","lda","accuracy","0.576"
"../scenariosimul/covtype.data","7","lda","precision","0.61330971625072"
"../scenariosimul/covtype.data","7","lda","recall","0.585887826941446"
"../scenariosimul/covtype.data","7","lda","accuracy","0.576"
"../scenariosimul/covtype.data","11","lda","precision","0.61330971625072"
"../scenariosimul/covtype.data","11","lda","recall","0.585887826941446"
"../scenariosimul/covtype.data","11","lda","accuracy","0.576"
"../scenariosimul/covtype.data","15","lda","precision","0.61330971625072"
"../scenariosimul/covtype.data","15","lda","recall","0.585887826941446"
"../scenariosimul/covtype.data","15","lda","accuracy","0.576"
"../scenariosimul/covtype.data","2","forest","precision","0.661725975299746"
"../scenariosimul/covtype.data","2","forest","recall","0.662945679482248"
"../scenariosimul/covtype.data","2","forest","accuracy","0.632"
"../scenariosimul/covtype.data","4","forest","precision","0.661725975299746"
"../scenariosimul/covtype.data","4","forest","recall","0.662945679482248"
"../scenariosimul/covtype.data","4","forest","accuracy","0.632"
"../scenariosimul/covtype.data","7","forest","precision","0.661725975299746"
"../scenariosimul/covtype.data","7","forest","recall","0.662945679482248"
"../scenariosimul/covtype.data","7","forest","accuracy","0.632"
"../scenariosimul/covtype.data","11","forest","precision","0.661725975299746"
"../scenariosimul/covtype.data","11","forest","recall","0.662945679482248"
"../scenariosimul/covtype.data","11","forest","accuracy","0.632"
"../scenariosimul/covtype.data","15","forest","precision","0.661725975299746"
"../scenariosimul/covtype.data","15","forest","recall","0.662945679482248"
"../scenariosimul/covtype.data","15","forest","accuracy","0.632"
"../scenariosimul/covtype.data","2","svm","precision","0.5"
"../scenariosimul/covtype.data","2","svm","recall","0.67441229322918"
"../scenariosimul/covtype.data","2","svm","accuracy","0.5"
"../scenariosimul/covtype.data","4","svm","precision","0.5"
"../scenariosimul/covtype.data","4","svm","recall","0.67441229322918"
"../scenariosimul/covtype.data","4","svm","accuracy","0.5"
"../scenariosimul/covtype.data","7","svm","precision","0.5"
"../scenariosimul/covtype.data","7","svm","recall","0.67441229322918"
"../scenariosimul/covtype.data","7","svm","accuracy","0.5"
"../scenariosimul/covtype.data","11","svm","precision","0.5"
"../scenariosimul/covtype.data","11","svm","recall","0.67441229322918"
"../scenariosimul/covtype.data","11","svm","accuracy","0.5"
"../scenariosimul/covtype.data","15","svm","precision","0.5"
"../scenariosimul/covtype.data","15","svm","recall","0.67441229322918"
"../scenariosimul/covtype.data","15","svm","accuracy","0.5"
"../scenariosimul/covtype.data","2","xgboost","precision","0.683938897538462"
"../scenariosimul/covtype.data","2","xgboost","recall","0.686157317408672"
"../scenariosimul/covtype.data","2","xgboost","accuracy","0.648"
"../scenariosimul/covtype.data","4","xgboost","precision","0.683938897538462"
"../scenariosimul/covtype.data","4","xgboost","recall","0.686157317408672"
"../scenariosimul/covtype.data","4","xgboost","accuracy","0.648"
"../scenariosimul/covtype.data","7","xgboost","precision","0.683938897538462"
"../scenariosimul/covtype.data","7","xgboost","recall","0.686157317408672"
"../scenariosimul/covtype.data","7","xgboost","accuracy","0.648"
"../scenariosimul/covtype.data","11","xgboost","precision","0.683938897538462"
"../scenariosimul/covtype.data","11","xgboost","recall","0.686157317408672"
"../scenariosimul/covtype.data","11","xgboost","accuracy","0.648"
"../scenariosimul/covtype.data","15","xgboost","precision","0.683938897538462"
"../scenariosimul/covtype.data","15","xgboost","recall","0.686157317408672"
"../scenariosimul/covtype.data","15","xgboost","accuracy","0.648"
"../scenariosimul/covtype.data","2","multinom","precision","0.64604963949612"
"../scenariosimul/covtype.data","2","multinom","recall","0.619764921113748"
"../scenariosimul/covtype.data","2","multinom","accuracy","0.6"
"../scenariosimul/covtype.data","4","multinom","precision","0.64604963949612"
"../scenariosimul/covtype.data","4","multinom","recall","0.619764921113748"
"../scenariosimul/covtype.data","4","multinom","accuracy","0.6"
"../scenariosimul/covtype.data","7","multinom","precision","0.64604963949612"
"../scenariosimul/covtype.data","7","multinom","recall","0.619764921113748"
"../scenariosimul/covtype.data","7","multinom","accuracy","0.6"
"../scenariosimul/covtype.data","11","multinom","precision","0.64604963949612"
"../scenariosimul/covtype.data","11","multinom","recall","0.619764921113748"
"../scenariosimul/covtype.data","11","multinom","accuracy","0.6"
"../scenariosimul/covtype.data","15","multinom","precision","0.64604963949612"
"../scenariosimul/covtype.data","15","multinom","recall","0.619764921113748"
"../scenariosimul/covtype.data","15","multinom","accuracy","0.6"
"../scenariosimul/covtype.data","2","lda","precision","0.664062476361046"
"../scenariosimul/covtype.data","2","lda","recall","0.593820123804642"
"../scenariosimul/covtype.data","2","lda","accuracy","0.584"
"../scenariosimul/covtype.data","4","lda","precision","0.664062476361046"
"../scenariosimul/covtype.data","4","lda","recall","0.593820123804642"
"../scenariosimul/covtype.data","4","lda","accuracy","0.584"
"../scenariosimul/covtype.data","7","lda","precision","0.664062476361046"
"../scenariosimul/covtype.data","7","lda","recall","0.593820123804642"
"../scenariosimul/covtype.data","7","lda","accuracy","0.584"
"../scenariosimul/covtype.data","11","lda","precision","0.664062476361046"
"../scenariosimul/covtype.data","11","lda","recall","0.593820123804642"
"../scenariosimul/covtype.data","11","lda","accuracy","0.584"
"../scenariosimul/covtype.data","15","lda","precision","0.664062476361046"
"../scenariosimul/covtype.data","15","lda","recall","0.593820123804642"
"../scenariosimul/covtype.data","15","lda","accuracy","0.584"
"../scenariosimul/covtype.data","2","forest","precision","0.684778548774779"
"../scenariosimul/covtype.data","2","forest","recall","0.727384321845124"
"../scenariosimul/covtype.data","2","forest","accuracy","0.676"
"../scenariosimul/covtype.data","4","forest","precision","0.684778548774779"
"../scenariosimul/covtype.data","4","forest","recall","0.727384321845124"
"../scenariosimul/covtype.data","4","forest","accuracy","0.676"
"../scenariosimul/covtype.data","7","forest","precision","0.684778548774779"
"../scenariosimul/covtype.data","7","forest","recall","0.727384321845124"
"../scenariosimul/covtype.data","7","forest","accuracy","0.676"
"../scenariosimul/covtype.data","11","forest","precision","0.684778548774779"
"../scenariosimul/covtype.data","11","forest","recall","0.727384321845124"
"../scenariosimul/covtype.data","11","forest","accuracy","0.676"
"../scenariosimul/covtype.data","15","forest","precision","0.684778548774779"
"../scenariosimul/covtype.data","15","forest","recall","0.727384321845124"
"../scenariosimul/covtype.data","15","forest","accuracy","0.676"
"../scenariosimul/covtype.data","2","svm","precision","0.399544678429141"
"../scenariosimul/covtype.data","2","svm","recall","0.45330590369662"
"../scenariosimul/covtype.data","2","svm","accuracy","0.468"
"../scenariosimul/covtype.data","4","svm","precision","0.399544678429141"
"../scenariosimul/covtype.data","4","svm","recall","0.45330590369662"
"../scenariosimul/covtype.data","4","svm","accuracy","0.468"
"../scenariosimul/covtype.data","7","svm","precision","0.399544678429141"
"../scenariosimul/covtype.data","7","svm","recall","0.45330590369662"
"../scenariosimul/covtype.data","7","svm","accuracy","0.468"
"../scenariosimul/covtype.data","11","svm","precision","0.399544678429141"
"../scenariosimul/covtype.data","11","svm","recall","0.45330590369662"
"../scenariosimul/covtype.data","11","svm","accuracy","0.468"
"../scenariosimul/covtype.data","15","svm","precision","0.399544678429141"
"../scenariosimul/covtype.data","15","svm","recall","0.45330590369662"
"../scenariosimul/covtype.data","15","svm","accuracy","0.468"
"../scenariosimul/covtype.data","2","xgboost","precision","0.711405433984653"
"../scenariosimul/covtype.data","2","xgboost","recall","0.735632874595521"
"../scenariosimul/covtype.data","2","xgboost","accuracy","0.688"
"../scenariosimul/covtype.data","4","xgboost","precision","0.711405433984653"
"../scenariosimul/covtype.data","4","xgboost","recall","0.735632874595521"
"../scenariosimul/covtype.data","4","xgboost","accuracy","0.688"
"../scenariosimul/covtype.data","7","xgboost","precision","0.711405433984653"
"../scenariosimul/covtype.data","7","xgboost","recall","0.735632874595521"
"../scenariosimul/covtype.data","7","xgboost","accuracy","0.688"
"../scenariosimul/covtype.data","11","xgboost","precision","0.711405433984653"
"../scenariosimul/covtype.data","11","xgboost","recall","0.735632874595521"
"../scenariosimul/covtype.data","11","xgboost","accuracy","0.688"
"../scenariosimul/covtype.data","15","xgboost","precision","0.711405433984653"
"../scenariosimul/covtype.data","15","xgboost","recall","0.735632874595521"
"../scenariosimul/covtype.data","15","xgboost","accuracy","0.688"
"../scenariosimul/covtype.data","2","multinom","precision","0.709392499470321"
"../scenariosimul/covtype.data","2","multinom","recall","0.681475601645701"
"../scenariosimul/covtype.data","2","multinom","accuracy","0.624"
"../scenariosimul/covtype.data","4","multinom","precision","0.709392499470321"
"../scenariosimul/covtype.data","4","multinom","recall","0.681475601645701"
"../scenariosimul/covtype.data","4","multinom","accuracy","0.624"
"../scenariosimul/covtype.data","7","multinom","precision","0.709392499470321"
"../scenariosimul/covtype.data","7","multinom","recall","0.681475601645701"
"../scenariosimul/covtype.data","7","multinom","accuracy","0.624"
"../scenariosimul/covtype.data","11","multinom","precision","0.709392499470321"
"../scenariosimul/covtype.data","11","multinom","recall","0.681475601645701"
"../scenariosimul/covtype.data","11","multinom","accuracy","0.624"
"../scenariosimul/covtype.data","15","multinom","precision","0.709392499470321"
"../scenariosimul/covtype.data","15","multinom","recall","0.681475601645701"
"../scenariosimul/covtype.data","15","multinom","accuracy","0.624"
"../scenariosimul/covtype.data","2","lda","precision","0.651055614073377"
"../scenariosimul/covtype.data","2","lda","recall","0.634239459882842"
"../scenariosimul/covtype.data","2","lda","accuracy","0.592"
"../scenariosimul/covtype.data","4","lda","precision","0.651055614073377"
"../scenariosimul/covtype.data","4","lda","recall","0.634239459882842"
"../scenariosimul/covtype.data","4","lda","accuracy","0.592"
"../scenariosimul/covtype.data","7","lda","precision","0.651055614073377"
"../scenariosimul/covtype.data","7","lda","recall","0.634239459882842"
"../scenariosimul/covtype.data","7","lda","accuracy","0.592"
"../scenariosimul/covtype.data","11","lda","precision","0.651055614073377"
"../scenariosimul/covtype.data","11","lda","recall","0.634239459882842"
"../scenariosimul/covtype.data","11","lda","accuracy","0.592"
"../scenariosimul/covtype.data","15","lda","precision","0.651055614073377"
"../scenariosimul/covtype.data","15","lda","recall","0.634239459882842"
"../scenariosimul/covtype.data","15","lda","accuracy","0.592"
"../scenariosimul/covtype.data","2","forest","precision","0.612505642115314"
"../scenariosimul/covtype.data","2","forest","recall","0.673380273200652"
"../scenariosimul/covtype.data","2","forest","accuracy","0.604"
"../scenariosimul/covtype.data","4","forest","precision","0.612505642115314"
"../scenariosimul/covtype.data","4","forest","recall","0.673380273200652"
"../scenariosimul/covtype.data","4","forest","accuracy","0.604"
"../scenariosimul/covtype.data","7","forest","precision","0.612505642115314"
"../scenariosimul/covtype.data","7","forest","recall","0.673380273200652"
"../scenariosimul/covtype.data","7","forest","accuracy","0.604"
"../scenariosimul/covtype.data","11","forest","precision","0.612505642115314"
"../scenariosimul/covtype.data","11","forest","recall","0.673380273200652"
"../scenariosimul/covtype.data","11","forest","accuracy","0.604"
"../scenariosimul/covtype.data","15","forest","precision","0.612505642115314"
"../scenariosimul/covtype.data","15","forest","recall","0.673380273200652"
"../scenariosimul/covtype.data","15","forest","accuracy","0.604"
"../scenariosimul/covtype.data","2","svm","precision","0.416"
"../scenariosimul/covtype.data","2","svm","recall","0.534729523804116"
"../scenariosimul/covtype.data","2","svm","accuracy","0.416"
"../scenariosimul/covtype.data","4","svm","precision","0.416"
"../scenariosimul/covtype.data","4","svm","recall","0.534729523804116"
"../scenariosimul/covtype.data","4","svm","accuracy","0.416"
"../scenariosimul/covtype.data","7","svm","precision","0.416"
"../scenariosimul/covtype.data","7","svm","recall","0.534729523804116"
"../scenariosimul/covtype.data","7","svm","accuracy","0.416"
"../scenariosimul/covtype.data","11","svm","precision","0.416"
"../scenariosimul/covtype.data","11","svm","recall","0.534729523804116"
"../scenariosimul/covtype.data","11","svm","accuracy","0.416"
"../scenariosimul/covtype.data","15","svm","precision","0.416"
"../scenariosimul/covtype.data","15","svm","recall","0.534729523804116"
"../scenariosimul/covtype.data","15","svm","accuracy","0.416"
"../scenariosimul/covtype.data","2","xgboost","precision","0.612597741465223"
"../scenariosimul/covtype.data","2","xgboost","recall","0.659439303217104"
"../scenariosimul/covtype.data","2","xgboost","accuracy","0.608"
"../scenariosimul/covtype.data","4","xgboost","precision","0.612597741465223"
"../scenariosimul/covtype.data","4","xgboost","recall","0.659439303217104"
"../scenariosimul/covtype.data","4","xgboost","accuracy","0.608"
"../scenariosimul/covtype.data","7","xgboost","precision","0.612597741465223"
"../scenariosimul/covtype.data","7","xgboost","recall","0.659439303217104"
"../scenariosimul/covtype.data","7","xgboost","accuracy","0.608"
"../scenariosimul/covtype.data","11","xgboost","precision","0.612597741465223"
"../scenariosimul/covtype.data","11","xgboost","recall","0.659439303217104"
"../scenariosimul/covtype.data","11","xgboost","accuracy","0.608"
"../scenariosimul/covtype.data","15","xgboost","precision","0.612597741465223"
"../scenariosimul/covtype.data","15","xgboost","recall","0.659439303217104"
"../scenariosimul/covtype.data","15","xgboost","accuracy","0.608"
"../scenariosimul/covtype.data","2","multinom","precision","0.609653048334552"
"../scenariosimul/covtype.data","2","multinom","recall","0.609963880349769"
"../scenariosimul/covtype.data","2","multinom","accuracy","0.56"
"../scenariosimul/covtype.data","4","multinom","precision","0.609653048334552"
"../scenariosimul/covtype.data","4","multinom","recall","0.609963880349769"
"../scenariosimul/covtype.data","4","multinom","accuracy","0.56"
"../scenariosimul/covtype.data","7","multinom","precision","0.609653048334552"
"../scenariosimul/covtype.data","7","multinom","recall","0.609963880349769"
"../scenariosimul/covtype.data","7","multinom","accuracy","0.56"
"../scenariosimul/covtype.data","11","multinom","precision","0.609653048334552"
"../scenariosimul/covtype.data","11","multinom","recall","0.609963880349769"
"../scenariosimul/covtype.data","11","multinom","accuracy","0.56"
"../scenariosimul/covtype.data","15","multinom","precision","0.609653048334552"
"../scenariosimul/covtype.data","15","multinom","recall","0.609963880349769"
"../scenariosimul/covtype.data","15","multinom","accuracy","0.56"
"../scenariosimul/covtype.data","2","lda","precision","0.562364771649734"
"../scenariosimul/covtype.data","2","lda","recall","0.569186938654941"
"../scenariosimul/covtype.data","2","lda","accuracy","0.524"
"../scenariosimul/covtype.data","4","lda","precision","0.562364771649734"
"../scenariosimul/covtype.data","4","lda","recall","0.569186938654941"
"../scenariosimul/covtype.data","4","lda","accuracy","0.524"
"../scenariosimul/covtype.data","7","lda","precision","0.562364771649734"
"../scenariosimul/covtype.data","7","lda","recall","0.569186938654941"
"../scenariosimul/covtype.data","7","lda","accuracy","0.524"
"../scenariosimul/covtype.data","11","lda","precision","0.562364771649734"
"../scenariosimul/covtype.data","11","lda","recall","0.569186938654941"
"../scenariosimul/covtype.data","11","lda","accuracy","0.524"
"../scenariosimul/covtype.data","15","lda","precision","0.562364771649734"
"../scenariosimul/covtype.data","15","lda","recall","0.569186938654941"
"../scenariosimul/covtype.data","15","lda","accuracy","0.524"
"../scenariosimul/covtype.data","2","forest","precision","0.623440706532038"
"../scenariosimul/covtype.data","2","forest","recall","0.698894393037236"
"../scenariosimul/covtype.data","2","forest","accuracy","0.628"
"../scenariosimul/covtype.data","4","forest","precision","0.623440706532038"
"../scenariosimul/covtype.data","4","forest","recall","0.698894393037236"
"../scenariosimul/covtype.data","4","forest","accuracy","0.628"
"../scenariosimul/covtype.data","7","forest","precision","0.623440706532038"
"../scenariosimul/covtype.data","7","forest","recall","0.698894393037236"
"../scenariosimul/covtype.data","7","forest","accuracy","0.628"
"../scenariosimul/covtype.data","11","forest","precision","0.623440706532038"
"../scenariosimul/covtype.data","11","forest","recall","0.698894393037236"
"../scenariosimul/covtype.data","11","forest","accuracy","0.628"
"../scenariosimul/covtype.data","15","forest","precision","0.623440706532038"
"../scenariosimul/covtype.data","15","forest","recall","0.698894393037236"
"../scenariosimul/covtype.data","15","forest","accuracy","0.628"
"../scenariosimul/covtype.data","2","svm","precision","0.452"
"../scenariosimul/covtype.data","2","svm","recall","0.665612574613465"
"../scenariosimul/covtype.data","2","svm","accuracy","0.452"
"../scenariosimul/covtype.data","4","svm","precision","0.452"
"../scenariosimul/covtype.data","4","svm","recall","0.665612574613465"
"../scenariosimul/covtype.data","4","svm","accuracy","0.452"
"../scenariosimul/covtype.data","7","svm","precision","0.452"
"../scenariosimul/covtype.data","7","svm","recall","0.665612574613465"
"../scenariosimul/covtype.data","7","svm","accuracy","0.452"
"../scenariosimul/covtype.data","11","svm","precision","0.452"
"../scenariosimul/covtype.data","11","svm","recall","0.665612574613465"
"../scenariosimul/covtype.data","11","svm","accuracy","0.452"
"../scenariosimul/covtype.data","15","svm","precision","0.452"
"../scenariosimul/covtype.data","15","svm","recall","0.665612574613465"
"../scenariosimul/covtype.data","15","svm","accuracy","0.452"
"../scenariosimul/covtype.data","2","xgboost","precision","0.600631550265994"
"../scenariosimul/covtype.data","2","xgboost","recall","0.630588754203148"
"../scenariosimul/covtype.data","2","xgboost","accuracy","0.592"
"../scenariosimul/covtype.data","4","xgboost","precision","0.600631550265994"
"../scenariosimul/covtype.data","4","xgboost","recall","0.630588754203148"
"../scenariosimul/covtype.data","4","xgboost","accuracy","0.592"
"../scenariosimul/covtype.data","7","xgboost","precision","0.600631550265994"
"../scenariosimul/covtype.data","7","xgboost","recall","0.630588754203148"
"../scenariosimul/covtype.data","7","xgboost","accuracy","0.592"
"../scenariosimul/covtype.data","11","xgboost","precision","0.600631550265994"
"../scenariosimul/covtype.data","11","xgboost","recall","0.630588754203148"
"../scenariosimul/covtype.data","11","xgboost","accuracy","0.592"
"../scenariosimul/covtype.data","15","xgboost","precision","0.600631550265994"
"../scenariosimul/covtype.data","15","xgboost","recall","0.630588754203148"
"../scenariosimul/covtype.data","15","xgboost","accuracy","0.592"
"../scenariosimul/covtype.data","2","multinom","precision","0.563844630892518"
"../scenariosimul/covtype.data","2","multinom","recall","0.560421719252348"
"../scenariosimul/covtype.data","2","multinom","accuracy","0.532"
"../scenariosimul/covtype.data","4","multinom","precision","0.563844630892518"
"../scenariosimul/covtype.data","4","multinom","recall","0.560421719252348"
"../scenariosimul/covtype.data","4","multinom","accuracy","0.532"
"../scenariosimul/covtype.data","7","multinom","precision","0.563844630892518"
"../scenariosimul/covtype.data","7","multinom","recall","0.560421719252348"
"../scenariosimul/covtype.data","7","multinom","accuracy","0.532"
"../scenariosimul/covtype.data","11","multinom","precision","0.563844630892518"
"../scenariosimul/covtype.data","11","multinom","recall","0.560421719252348"
"../scenariosimul/covtype.data","11","multinom","accuracy","0.532"
"../scenariosimul/covtype.data","15","multinom","precision","0.563844630892518"
"../scenariosimul/covtype.data","15","multinom","recall","0.560421719252348"
"../scenariosimul/covtype.data","15","multinom","accuracy","0.532"
"../scenariosimul/covtype.data","2","lda","precision","0.58367926296619"
"../scenariosimul/covtype.data","2","lda","recall","0.57345821337955"
"../scenariosimul/covtype.data","2","lda","accuracy","0.536"
"../scenariosimul/covtype.data","4","lda","precision","0.58367926296619"
"../scenariosimul/covtype.data","4","lda","recall","0.57345821337955"
"../scenariosimul/covtype.data","4","lda","accuracy","0.536"
"../scenariosimul/covtype.data","7","lda","precision","0.58367926296619"
"../scenariosimul/covtype.data","7","lda","recall","0.57345821337955"
"../scenariosimul/covtype.data","7","lda","accuracy","0.536"
"../scenariosimul/covtype.data","11","lda","precision","0.58367926296619"
"../scenariosimul/covtype.data","11","lda","recall","0.57345821337955"
"../scenariosimul/covtype.data","11","lda","accuracy","0.536"
"../scenariosimul/covtype.data","15","lda","precision","0.58367926296619"
"../scenariosimul/covtype.data","15","lda","recall","0.57345821337955"
"../scenariosimul/covtype.data","15","lda","accuracy","0.536"
"../scenariosimul/HIGGS.csv","2","forest","precision","0.627338129496403"
"../scenariosimul/HIGGS.csv","2","forest","recall","0.618181818181818"
"../scenariosimul/HIGGS.csv","2","forest","accuracy","0.6"
"../scenariosimul/HIGGS.csv","4","forest","precision","0.627338129496403"
"../scenariosimul/HIGGS.csv","4","forest","recall","0.618181818181818"
"../scenariosimul/HIGGS.csv","4","forest","accuracy","0.6"
"../scenariosimul/HIGGS.csv","7","forest","precision","0.627338129496403"
"../scenariosimul/HIGGS.csv","7","forest","recall","0.618181818181818"
"../scenariosimul/HIGGS.csv","7","forest","accuracy","0.6"
"../scenariosimul/HIGGS.csv","11","forest","precision","0.627338129496403"
"../scenariosimul/HIGGS.csv","11","forest","recall","0.618181818181818"
"../scenariosimul/HIGGS.csv","11","forest","accuracy","0.6"
"../scenariosimul/HIGGS.csv","15","forest","precision","0.627338129496403"
"../scenariosimul/HIGGS.csv","15","forest","recall","0.618181818181818"
"../scenariosimul/HIGGS.csv","15","forest","accuracy","0.6"
"../scenariosimul/HIGGS.csv","2","svm","precision","0.59840625"
"../scenariosimul/HIGGS.csv","2","svm","recall","0.565216783216783"
"../scenariosimul/HIGGS.csv","2","svm","accuracy","0.564"
"../scenariosimul/HIGGS.csv","4","svm","precision","0.59840625"
"../scenariosimul/HIGGS.csv","4","svm","recall","0.565216783216783"
"../scenariosimul/HIGGS.csv","4","svm","accuracy","0.564"
"../scenariosimul/HIGGS.csv","7","svm","precision","0.59840625"
"../scenariosimul/HIGGS.csv","7","svm","recall","0.565216783216783"
"../scenariosimul/HIGGS.csv","7","svm","accuracy","0.564"
"../scenariosimul/HIGGS.csv","11","svm","precision","0.59840625"
"../scenariosimul/HIGGS.csv","11","svm","recall","0.565216783216783"
"../scenariosimul/HIGGS.csv","11","svm","accuracy","0.564"
"../scenariosimul/HIGGS.csv","15","svm","precision","0.59840625"
"../scenariosimul/HIGGS.csv","15","svm","recall","0.565216783216783"
"../scenariosimul/HIGGS.csv","15","svm","accuracy","0.564"
"../scenariosimul/HIGGS.csv","2","xgboost","precision","0.636116788321168"
"../scenariosimul/HIGGS.csv","2","xgboost","recall","0.622181818181818"
"../scenariosimul/HIGGS.csv","2","xgboost","accuracy","0.608"
"../scenariosimul/HIGGS.csv","4","xgboost","precision","0.636116788321168"
"../scenariosimul/HIGGS.csv","4","xgboost","recall","0.622181818181818"
"../scenariosimul/HIGGS.csv","4","xgboost","accuracy","0.608"
"../scenariosimul/HIGGS.csv","7","xgboost","precision","0.636116788321168"
"../scenariosimul/HIGGS.csv","7","xgboost","recall","0.622181818181818"
"../scenariosimul/HIGGS.csv","7","xgboost","accuracy","0.608"
"../scenariosimul/HIGGS.csv","11","xgboost","precision","0.636116788321168"
"../scenariosimul/HIGGS.csv","11","xgboost","recall","0.622181818181818"
"../scenariosimul/HIGGS.csv","11","xgboost","accuracy","0.608"
"../scenariosimul/HIGGS.csv","15","xgboost","precision","0.636116788321168"
"../scenariosimul/HIGGS.csv","15","xgboost","recall","0.622181818181818"
"../scenariosimul/HIGGS.csv","15","xgboost","accuracy","0.608"
"../scenariosimul/HIGGS.csv","2","multinom","precision","0.601829457364341"
"../scenariosimul/HIGGS.csv","2","multinom","recall","0.570713286713287"
"../scenariosimul/HIGGS.csv","2","multinom","accuracy","0.568"
"../scenariosimul/HIGGS.csv","4","multinom","precision","0.601829457364341"
"../scenariosimul/HIGGS.csv","4","multinom","recall","0.570713286713287"
"../scenariosimul/HIGGS.csv","4","multinom","accuracy","0.568"
"../scenariosimul/HIGGS.csv","7","multinom","precision","0.601829457364341"
"../scenariosimul/HIGGS.csv","7","multinom","recall","0.570713286713287"
"../scenariosimul/HIGGS.csv","7","multinom","accuracy","0.568"
"../scenariosimul/HIGGS.csv","11","multinom","precision","0.601829457364341"
"../scenariosimul/HIGGS.csv","11","multinom","recall","0.570713286713287"
"../scenariosimul/HIGGS.csv","11","multinom","accuracy","0.568"
"../scenariosimul/HIGGS.csv","15","multinom","precision","0.601829457364341"
"../scenariosimul/HIGGS.csv","15","multinom","recall","0.570713286713287"
"../scenariosimul/HIGGS.csv","15","multinom","accuracy","0.568"
"../scenariosimul/HIGGS.csv","2","lda","precision","0.618771653543307"
"../scenariosimul/HIGGS.csv","2","lda","recall","0.58220979020979"
"../scenariosimul/HIGGS.csv","2","lda","accuracy","0.584"
"../scenariosimul/HIGGS.csv","4","lda","precision","0.618771653543307"
"../scenariosimul/HIGGS.csv","4","lda","recall","0.58220979020979"
"../scenariosimul/HIGGS.csv","4","lda","accuracy","0.584"
"../scenariosimul/HIGGS.csv","7","lda","precision","0.618771653543307"
"../scenariosimul/HIGGS.csv","7","lda","recall","0.58220979020979"
"../scenariosimul/HIGGS.csv","7","lda","accuracy","0.584"
"../scenariosimul/HIGGS.csv","11","lda","precision","0.618771653543307"
"../scenariosimul/HIGGS.csv","11","lda","recall","0.58220979020979"
"../scenariosimul/HIGGS.csv","11","lda","accuracy","0.584"
"../scenariosimul/HIGGS.csv","15","lda","precision","0.618771653543307"
"../scenariosimul/HIGGS.csv","15","lda","recall","0.58220979020979"
"../scenariosimul/HIGGS.csv","15","lda","accuracy","0.584"
"../scenariosimul/HIGGS.csv","2","forest","precision","0.617625"
"../scenariosimul/HIGGS.csv","2","forest","recall","0.660156028368794"
"../scenariosimul/HIGGS.csv","2","forest","accuracy","0.604"
"../scenariosimul/HIGGS.csv","4","forest","precision","0.617625"
"../scenariosimul/HIGGS.csv","4","forest","recall","0.660156028368794"
"../scenariosimul/HIGGS.csv","4","forest","accuracy","0.604"
"../scenariosimul/HIGGS.csv","7","forest","precision","0.617625"
"../scenariosimul/HIGGS.csv","7","forest","recall","0.660156028368794"
"../scenariosimul/HIGGS.csv","7","forest","accuracy","0.604"
"../scenariosimul/HIGGS.csv","11","forest","precision","0.617625"
"../scenariosimul/HIGGS.csv","11","forest","recall","0.660156028368794"
"../scenariosimul/HIGGS.csv","11","forest","accuracy","0.604"
"../scenariosimul/HIGGS.csv","15","forest","precision","0.617625"
"../scenariosimul/HIGGS.csv","15","forest","recall","0.660156028368794"
"../scenariosimul/HIGGS.csv","15","forest","accuracy","0.604"
"../scenariosimul/HIGGS.csv","2","svm","precision","0.564"
"../scenariosimul/HIGGS.csv","2","svm","recall","0.782"
"../scenariosimul/HIGGS.csv","2","svm","accuracy","0.564"
"../scenariosimul/HIGGS.csv","4","svm","precision","0.564"
